sample_dir,prompt_label,prompt_tokens,layer,kind,rank,token_index,energy
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,1,387,3.174175977706909
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,2,291,3.15354585647583
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,3,399,3.099273204803467
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,4,195,3.097463846206665
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,5,243,3.09076189994812
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,6,339,3.089298963546753
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,7,207,3.0730764865875244
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,8,303,3.063800096511841
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,9,292,3.0637736320495605
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,10,388,3.0479702949523926
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,1,48,0.8385751843452454
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,2,63,0.8309880495071411
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,3,57,0.8140305280685425
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,4,54,0.8013087511062622
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,5,62,0.7885065078735352
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,6,6,0.7882145643234253
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,7,105,0.7856191396713257
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,8,110,0.7838799953460693
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,9,115,0.7809586524963379
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,10,108,0.7797148823738098
